age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
25.0,Private,80312.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,4865.0,0.0,40.0,United-States,<=50K
31.0,Local-gov,128016.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
64.0,State-gov,184271.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
39.0,Private,184659.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,92178.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,151408.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
62.0,,68461.0,Doctorate,16.0,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,>50K
47.0,Private,177858.0,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,27828.0,0.0,60.0,United-States,>50K
40.0,Private,137421.0,Masters,14.0,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,35.0,India,>50K
18.0,,35855.0,11th,7.0,Never-married,,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
41.0,Private,233130.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
44.0,Self-emp-not-inc,342434.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
51.0,Private,71046.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,45.0,Scotland,<=50K
17.0,Private,183066.0,10th,6.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
42.0,Self-emp-inc,130126.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
52.0,Private,173987.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
60.0,Private,121832.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
73.0,Private,139978.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Self-emp-not-inc,357283.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,176341.0,Bachelors,13.0,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,India,<=50K
55.0,Private,289257.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Local-gov,107845.0,Assoc-acdm,12.0,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,56.0,United-States,>50K
46.0,Local-gov,345911.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,213921.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,Mexico,<=50K
48.0,Private,43206.0,Prof-school,15.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
33.0,Private,156464.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,103634.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
34.0,Private,274577.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Private,72618.0,Assoc-voc,11.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
51.0,Private,186338.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
19.0,Private,121972.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,228592.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
35.0,Private,434114.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
24.0,Self-emp-inc,493034.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,13550.0,0.0,50.0,United-States,>50K
33.0,Private,229732.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,233786.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Federal-gov,198827.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,258579.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,3103.0,0.0,35.0,United-States,>50K
43.0,Private,48882.0,HS-grad,9.0,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,150437.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=50K
19.0,Private,268524.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
41.0,Self-emp-not-inc,188738.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,27.0,United-States,<=50K
54.0,Private,99434.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
40.0,Self-emp-not-inc,335549.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2444.0,45.0,United-States,>50K
42.0,Private,208068.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Other,Male,7298.0,0.0,40.0,Mexico,>50K
20.0,Private,249543.0,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
35.0,Private,109204.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
69.0,Self-emp-not-inc,165814.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
23.0,,113301.0,11th,7.0,Separated,,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
32.0,Private,370160.0,Some-college,10.0,Separated,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,203642.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
54.0,Private,146834.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
25.0,Private,237865.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,42.0,United-States,<=50K
27.0,Private,159897.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,37.0,United-States,<=50K
58.0,Private,225394.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40.0,United-States,<=50K
32.0,Private,199416.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,240842.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Federal-gov,160646.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
45.0,State-gov,81853.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,>50K
47.0,Private,24723.0,10th,6.0,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,45.0,United-States,<=50K
50.0,Private,274528.0,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,Private,96798.0,Masters,14.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
32.0,Private,360761.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
25.0,Private,393456.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Federal-gov,146786.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Federal-gov,98320.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,914.0,0.0,40.0,United-States,<=50K
54.0,Private,140359.0,7th-8th,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,3900.0,40.0,United-States,<=50K
53.0,Private,132304.0,Some-college,10.0,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,257756.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Germany,<=50K
18.0,State-gov,342852.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,256051.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,1628.0,40.0,United-States,<=50K
67.0,Private,116502.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
24.0,Private,164529.0,12th,8.0,Never-married,Farming-fishing,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Self-emp-not-inc,24106.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
35.0,Private,188069.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,13550.0,0.0,55.0,,>50K
37.0,Self-emp-not-inc,225860.0,Assoc-acdm,12.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
43.0,Private,176138.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
24.0,Private,278130.0,Assoc-voc,11.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Local-gov,188236.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
26.0,Private,60722.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,355856.0,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,United-States,<=50K
35.0,Private,96824.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,State-gov,400132.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
35.0,Private,207676.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,31714.0,Some-college,10.0,Divorced,Adm-clerical,Other-relative,White,Female,4865.0,0.0,40.0,United-States,<=50K
43.0,Private,284403.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,60.0,United-States,<=50K
39.0,Private,156261.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
56.0,Private,143030.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,227794.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,101173.0,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
44.0,Self-emp-not-inc,92162.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,308489.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,50.0,United-States,<=50K
18.0,Private,191784.0,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
52.0,Local-gov,72036.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
39.0,Self-emp-inc,154641.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,Private,39478.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
36.0,Private,146311.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Private,268276.0,12th,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
47.0,Private,45564.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
40.0,Federal-gov,298635.0,Masters,14.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,Philippines,>50K
23.0,Private,108307.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,151089.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
55.0,Private,236731.0,1st-4th,2.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,Dominican-Republic,<=50K
46.0,Self-emp-inc,168211.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,75.0,United-States,>50K
28.0,Private,215014.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
31.0,Private,240283.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
39.0,Private,216129.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,35.0,Jamaica,<=50K
44.0,Private,101214.0,Bachelors,13.0,Divorced,Sales,Unmarried,White,Male,0.0,0.0,44.0,United-States,>50K
17.0,Private,191910.0,10th,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
31.0,Private,108322.0,Some-college,10.0,Married-AF-spouse,Craft-repair,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K
19.0,Private,174478.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,116207.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
34.0,Private,27494.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,48.0,United-States,>50K
42.0,Private,172148.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,266973.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
30.0,Private,190511.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20.0,Private,282604.0,Some-college,10.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,20.0,United-States,<=50K
52.0,Private,61735.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,167482.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,152621.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Canada,>50K
37.0,Self-emp-inc,183800.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
50.0,Local-gov,139296.0,11th,7.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Federal-gov,256466.0,Masters,14.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,7688.0,0.0,40.0,China,>50K
26.0,,109564.0,HS-grad,9.0,Never-married,,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Private,148995.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
50.0,State-gov,159219.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Canada,>50K
25.0,Private,74977.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
28.0,Private,144063.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,54042.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Female,2463.0,0.0,35.0,United-States,<=50K
28.0,Private,216604.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,14.0,United-States,<=50K
19.0,Private,219742.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
61.0,Private,128848.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471.0,0.0,40.0,United-States,<=50K
71.0,Self-emp-not-inc,30661.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,6514.0,0.0,40.0,United-States,>50K
51.0,Private,89652.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,4787.0,0.0,24.0,United-States,>50K
23.0,Private,119838.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
34.0,Private,127651.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
30.0,Private,175413.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Female,0.0,0.0,35.0,United-States,<=50K
30.0,Private,164309.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
39.0,Private,89508.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,109952.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
25.0,Private,254933.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,190418.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,Canada,<=50K
33.0,Private,107142.0,12th,8.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Local-gov,174597.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
36.0,,187983.0,HS-grad,9.0,Never-married,,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Private,24344.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Private,167725.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,24.0,United-States,<=50K
53.0,Private,195904.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
36.0,Self-emp-not-inc,328466.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,Mexico,>50K
49.0,Private,132476.0,Doctorate,16.0,Divorced,Tech-support,Unmarried,White,Male,7430.0,0.0,40.0,United-States,>50K
24.0,Self-emp-not-inc,277700.0,Some-college,10.0,Separated,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
66.0,,128609.0,HS-grad,9.0,Divorced,,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,>50K
42.0,Self-emp-not-inc,34161.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
43.0,Self-emp-inc,84924.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
49.0,Private,248895.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
32.0,Private,117369.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
47.0,State-gov,103743.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,168552.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,98515.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,State-gov,129298.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
36.0,Private,285865.0,Assoc-acdm,12.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K
33.0,Private,30612.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Private,246891.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
40.0,Private,136986.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,52.0,United-States,>50K
54.0,Private,111130.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,>50K
52.0,Federal-gov,202452.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,43.0,United-States,<=50K
37.0,Private,117381.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
40.0,Private,137421.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,Trinadad&Tobago,<=50K
33.0,Federal-gov,137814.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
45.0,Local-gov,192793.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
26.0,Self-emp-not-inc,34307.0,Assoc-voc,11.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,65.0,United-States,<=50K
59.0,Private,186479.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
24.0,Private,204935.0,Masters,14.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,56.0,United-States,<=50K
